analysis,comparison,permutation,statistic,hop,deep_tumor_core,immune_associated_niche,low_signal_edge_context,mixed_tumor_boundary_niche,stroma_interface_niche,tumor_interior,metric,moran_i,geary_c
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,51,0.0009840668161086308,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,52,0.0014031783298327771,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,53,0.010530305524137473,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,54,-0.009186824587298748,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,55,0.0102913867067011,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,56,-0.0009483126955870946,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,57,0.018216334943752133,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,58,-0.012372222822553458,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,59,-0.014684717876221165,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,60,-0.013272528950843465,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,61,-0.006102951747483931,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,62,-0.022297150422766254,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,63,0.001929175393832805,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,64,0.003362776917421706,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,65,0.0011038204154476539,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,66,0.0050056647548896716,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,67,0.005093564971830944,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,68,-0.010430542414876509,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,69,0.007074252827512062,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,70,-0.020385254376918183,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,71,0.0019477258050860646,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,72,-0.004444825447089629,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,73,0.019622524334943714,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,74,-0.010261238454678245,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,75,0.0009569707422853457,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,76,0.0011795584814086046,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,77,-0.0017586561406619516,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,78,0.004505155715660847,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,79,0.012838561093850842,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,80,0.02260735608315556,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,81,6.452392576605792e-05,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,82,0.01596163067263684,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,83,-0.005076352578654131,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,84,-0.006585842224492655,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,85,0.006420608851199772,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,86,-0.0017181598190669223,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,87,-0.008302139053379676,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,88,0.002419939862803866,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,89,0.009005467155134894,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,90,-0.011054425484075592,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,91,-0.007362831677443837,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,92,-0.004821679324775285,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,93,0.002434401668416075,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,94,-0.004847351345187378,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,95,-0.0008094359393560069,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,96,-0.017066657240355054,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,97,-0.005605383025916955,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,98,-0.007603197068150325,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,99,0.0018463482595347802,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,100,-0.0008194235364288871,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,101,0.006156879633218648,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,102,-0.012138794046163137,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,103,-0.002611898559346626,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,104,-0.0015483270585086029,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,105,-0.0017714272237013273,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,106,0.003795526710595798,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,107,-0.0012765989626430385,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,108,-0.006325073364181477,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,109,0.003761823677299714,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,110,0.01703885360854418,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,111,0.004654691133048616,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,112,-0.010716480179674581,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,113,-0.006253639743002304,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,114,-0.0019417583352703272,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,115,0.010134682170116982,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,116,0.008175899792656316,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,117,-0.013599719012408085,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,118,0.023251016191374763,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,119,-0.01902461034084696,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,120,-0.00802202753604353,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,121,-0.011056417691758968,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,122,-0.007785790980245566,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,123,-0.0032371834562001656,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,124,-0.01491398498813501,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,125,0.0057931495818295264,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,126,-0.004128908485108329,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,127,0.010191387998545742,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,128,0.0020563291671332196,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,129,-0.0020585004562924114,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,130,-0.011083188432615132,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,131,0.004093851161932283,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,132,-0.0034347819431851945,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,133,-0.01133455332159633,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,134,-0.006372068604150738,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,135,0.012994261696333886,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,136,0.017133414924734136,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,137,-0.004152064751321238,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,138,-0.0006549356180222121,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,139,0.010442675356027553,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,140,0.0030572934474618063,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,141,0.00774253723030166,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,142,0.010878016449548944,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,143,0.0025206144342020953,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,144,-0.004150297471746278,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,145,0.0049534291996676805,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,146,0.009469937721333255,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,147,-0.005034951313131253,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,148,0.014548695745705886,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,149,-0.011997977687099481,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,150,-0.002072872723661523,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,151,0.005370666235633426,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,152,0.005479583885414807,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,153,-0.011862288160865375,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,154,-0.0022169998358242404,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,155,-0.0017126224752527786,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,156,0.0037140709834835306,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,157,0.013158515224228284,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,158,-0.01558166595597471,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,159,-0.00036026805022643105,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,160,-0.008670107153880169,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,161,0.007893628844899303,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,162,-0.005910784782705458,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,163,-0.004208698067135697,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,164,-0.015718268803984192,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,165,-0.00446836365925718,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,166,-0.0030911813800214016,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,167,-0.008226352422384064,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,168,-0.00016057800833940705,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,169,0.000668783341828072,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,170,0.001049601187606386,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,171,-0.007571017581798178,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,172,-0.0021469048537695046,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,173,-0.007442335915185727,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,174,0.0007878996487350465,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,175,-0.005362798768294208,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,176,0.008284102303817209,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,177,-0.011575704428336886,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,178,-0.012978009874257512,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,179,-0.0016430598718044642,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,180,0.01279263608868969,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,181,-0.0033245657833779196,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,182,-0.003578188364241508,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,183,-0.0011855301610462776,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,184,-0.005662784994662107,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,185,0.006445062211107133,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,186,-0.0030812918653548294,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,187,-0.011598178048383867,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,188,0.0045908212442258844,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,189,-0.007566210028764342,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,190,0.0023818054752620665,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,191,-0.0011892315239397377,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,192,0.007714766979748322,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,193,-0.009153220519342697,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,194,-0.010179692217657521,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,195,-0.002386906138792111,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,196,-0.008974975321374035,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,197,-0.00359914564481445,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,198,-0.005969265157414916,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,199,0.014317427871565147,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,200,-0.0009341086055341674,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,201,-0.009751528208184979,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,202,0.0012732704667234307,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,203,-0.018111341615338894,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,204,-0.012971848825768129,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,205,-0.0003612704632011132,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,206,0.00019161734616934822,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,207,-0.014123917369531225,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,208,-0.0025313866314856104,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,209,-0.0023847690673562405,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,210,-0.018859209654280895,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,211,-0.004988518829424471,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,212,-0.012351079122082609,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,213,0.0015469611457631927,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,214,0.012497458765736824,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,215,0.00040014784305514306,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,216,0.006202460610293392,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,217,-0.009805562681578006,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,218,0.011446012499881586,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,219,-0.006699658744810988,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,220,0.011695655221638013,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,221,0.007205617651034779,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,222,-0.0060215055583081045,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,223,0.008228188532152514,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,224,0.012865277384955909,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,225,0.0028797445580687198,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,226,0.012776518154630156,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,227,-0.002728215966697034,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,228,-0.014959842184953664,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,229,-0.0009018793157444804,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,230,0.006161755849206252,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,231,-0.0014756612622133791,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,232,-0.00678403596665389,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,233,-0.0003359883784592732,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,234,0.0046943222550467345,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,235,0.004536768729664187,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,236,-0.005655105029564955,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,237,0.00579015938338151,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,238,-0.0007095567970173966,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,239,0.01683387368345346,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,240,0.0024583183809753772,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,241,0.016716932743247814,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,242,0.008148721298361139,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,243,1.468330083931324e-05,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,244,-0.001114146613427014,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,245,-0.005805386030830528,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,246,0.0028405245554177783,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,247,-0.000619993491033477,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,248,0.011182703650025827,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,249,0.0023501883159930403,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,250,-0.0048019325900247045,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,251,-0.004586360214826113,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,252,0.0003388147945824205,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,253,-0.003663219505594395,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,254,0.0010517552867821967,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,255,-0.0019696429395270054,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,256,0.003180533967847121,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,257,0.0023714848635418284,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,258,0.000997378242334035,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,259,-0.01340100246323278,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,260,0.009509532529484221,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,261,-0.012172107686154954,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,262,0.007484893480779464,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,263,0.0016804079976717734,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,264,-0.012732639774224563,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,265,-0.006796226073911615,,,,,,,,,,
