analysis,test,permutation,statistic
panel_g_domain_permutation,immune_vs_tumor_core,167,-0.010515701526937482
panel_g_domain_permutation,immune_vs_tumor_core,168,0.023324210121962938
panel_g_domain_permutation,immune_vs_tumor_core,169,0.0316071257082493
panel_g_domain_permutation,immune_vs_tumor_core,170,-0.005521943724190917
panel_g_domain_permutation,immune_vs_tumor_core,171,-0.00989148180159416
panel_g_domain_permutation,immune_vs_tumor_core,172,0.017538173437049845
panel_g_domain_permutation,immune_vs_tumor_core,173,-0.012472390281379045
panel_g_domain_permutation,immune_vs_tumor_core,174,-0.007394602900220877
panel_g_domain_permutation,immune_vs_tumor_core,175,0.022699990396619615
panel_g_domain_permutation,immune_vs_tumor_core,176,0.0034692211658503766
panel_g_domain_permutation,immune_vs_tumor_core,177,-0.0016085662153077843
panel_g_domain_permutation,immune_vs_tumor_core,178,0.0015965619898204164
panel_g_domain_permutation,immune_vs_tumor_core,179,0.002929031018918657
panel_g_domain_permutation,immune_vs_tumor_core,180,0.000972342264477094
panel_g_domain_permutation,immune_vs_tumor_core,181,0.00034812253913377167
panel_g_domain_permutation,immune_vs_tumor_core,182,0.000972342264477094
panel_g_domain_permutation,immune_vs_tumor_core,183,-0.02075530586766542
panel_g_domain_permutation,immune_vs_tumor_core,184,0.0028450014405070542
panel_g_domain_permutation,immune_vs_tumor_core,185,0.01300057620282339
panel_g_domain_permutation,immune_vs_tumor_core,186,0.002220781715163739
panel_g_domain_permutation,immune_vs_tumor_core,187,-0.007934793047152597
panel_g_domain_permutation,immune_vs_tumor_core,188,0.017538173437049845
panel_g_domain_permutation,immune_vs_tumor_core,189,-0.025208873523480266
panel_g_domain_permutation,immune_vs_tumor_core,190,0.009879477576106785
panel_g_domain_permutation,immune_vs_tumor_core,191,0.000972342264477094
panel_g_domain_permutation,immune_vs_tumor_core,192,-0.003565254969749354
panel_g_domain_permutation,immune_vs_tumor_core,193,0.0034692211658503766
panel_g_domain_permutation,immune_vs_tumor_core,194,-0.006686353596465952
panel_g_domain_permutation,immune_vs_tumor_core,195,0.009255257850763463
panel_g_domain_permutation,immune_vs_tumor_core,196,0.017538173437049845
panel_g_domain_permutation,immune_vs_tumor_core,197,0.006674349370978577
panel_g_domain_permutation,immune_vs_tumor_core,198,-0.02716556227792183
panel_g_domain_permutation,immune_vs_tumor_core,199,-0.036072697589551526
panel_g_domain_permutation,immune_vs_tumor_core,200,0.0015965619898204164
panel_g_domain_permutation,immune_vs_tumor_core,201,-0.0041894746950926695
panel_g_domain_permutation,immune_vs_tumor_core,202,0.034728224334965904
panel_g_domain_permutation,immune_vs_tumor_core,203,0.01112791702679343
panel_g_domain_permutation,immune_vs_tumor_core,204,0.0162897339863632
panel_g_domain_permutation,immune_vs_tumor_core,205,0.004801690194948617
panel_g_domain_permutation,immune_vs_tumor_core,206,0.024488619994237973
panel_g_domain_permutation,immune_vs_tumor_core,207,0.013168635359646595
panel_g_domain_permutation,immune_vs_tumor_core,208,-0.004729664842024389
panel_g_domain_permutation,immune_vs_tumor_core,209,-0.016301738211850568
panel_g_domain_permutation,immune_vs_tumor_core,210,0.006050129645635255
panel_g_domain_permutation,immune_vs_tumor_core,211,-0.01318063958513397
panel_g_domain_permutation,immune_vs_tumor_core,212,0.007922788821665222
panel_g_domain_permutation,immune_vs_tumor_core,213,0.0034692211658503766
panel_g_domain_permutation,immune_vs_tumor_core,214,0.008006818400076825
panel_g_domain_permutation,immune_vs_tumor_core,215,-0.010599731105349078
panel_g_domain_permutation,immune_vs_tumor_core,216,0.03730913281475079
panel_g_domain_permutation,immune_vs_tumor_core,217,0.00034812253913377167
panel_g_domain_permutation,immune_vs_tumor_core,218,-0.011139921252280804
panel_g_domain_permutation,immune_vs_tumor_core,219,-0.01692595793719389
panel_g_domain_permutation,immune_vs_tumor_core,220,-0.017550177662537213
panel_g_domain_permutation,immune_vs_tumor_core,221,-0.007394602900220877
panel_g_domain_permutation,immune_vs_tumor_core,222,0.006674349370978577
panel_g_domain_permutation,immune_vs_tumor_core,223,0.030898876404494374
panel_g_domain_permutation,immune_vs_tumor_core,224,-0.014345049457409005
panel_g_domain_permutation,immune_vs_tumor_core,225,-0.02325218476903871
panel_g_domain_permutation,immune_vs_tumor_core,226,0.0008883126860654983
panel_g_domain_permutation,immune_vs_tumor_core,227,0.0002640929607221759
panel_g_domain_permutation,immune_vs_tumor_core,228,-0.009183232497839242
panel_g_domain_permutation,immune_vs_tumor_core,229,0.006674349370978577
panel_g_domain_permutation,immune_vs_tumor_core,230,-0.005353884567367712
panel_g_domain_permutation,immune_vs_tumor_core,231,-0.003565254969749354
panel_g_domain_permutation,immune_vs_tumor_core,232,0.0015965619898204164
panel_g_domain_permutation,immune_vs_tumor_core,233,0.0015965619898204164
panel_g_domain_permutation,immune_vs_tumor_core,234,-0.005437914145779314
panel_g_domain_permutation,immune_vs_tumor_core,235,-0.018798617113223857
panel_g_domain_permutation,immune_vs_tumor_core,236,0.011836166330548355
panel_g_domain_permutation,immune_vs_tumor_core,237,0.01058772687986171
panel_g_domain_permutation,immune_vs_tumor_core,238,-0.022711994622106976
panel_g_domain_permutation,immune_vs_tumor_core,239,-0.0080188226255642
panel_g_domain_permutation,immune_vs_tumor_core,240,-0.006770383174877562
panel_g_domain_permutation,immune_vs_tumor_core,241,0.020743301642178053
panel_g_domain_permutation,immune_vs_tumor_core,242,0.021907711514453088
panel_g_domain_permutation,immune_vs_tumor_core,243,-0.006062133871122637
panel_g_domain_permutation,immune_vs_tumor_core,244,-0.008643042350907522
panel_g_domain_permutation,immune_vs_tumor_core,245,0.009879477576106785
panel_g_domain_permutation,immune_vs_tumor_core,246,0.007382598674733502
panel_g_domain_permutation,immune_vs_tumor_core,247,-0.005437914145779314
panel_g_domain_permutation,immune_vs_tumor_core,248,-0.014345049457409005
panel_g_domain_permutation,immune_vs_tumor_core,249,0.000972342264477094
panel_g_domain_permutation,immune_vs_tumor_core,250,-0.0022327859406511066
panel_g_domain_permutation,immune_vs_tumor_core,251,0.0035532507442619723
panel_g_domain_permutation,immune_vs_tumor_core,252,-0.009975511380005762
panel_g_domain_permutation,immune_vs_tumor_core,253,0.04247094977432057
panel_g_domain_permutation,immune_vs_tumor_core,254,0.002220781715163739
panel_g_domain_permutation,immune_vs_tumor_core,255,-0.013720829732065683
panel_g_domain_permutation,immune_vs_tumor_core,256,-0.0112239508306924
panel_g_domain_permutation,immune_vs_tumor_core,257,0.029026217228464414
panel_g_domain_permutation,immune_vs_tumor_core,258,-0.01505329876116393
panel_g_domain_permutation,immune_vs_tumor_core,259,0.007922788821665222
panel_g_domain_permutation,immune_vs_tumor_core,260,0.0034692211658503766
panel_g_domain_permutation,immune_vs_tumor_core,261,0.006674349370978577
panel_g_domain_permutation,immune_vs_tumor_core,262,-0.0112239508306924
panel_g_domain_permutation,immune_vs_tumor_core,263,-0.01942283683856718
panel_g_domain_permutation,immune_vs_tumor_core,264,0.002220781715163739
panel_g_domain_permutation,immune_vs_tumor_core,265,-0.017009987515605493
panel_g_domain_permutation,immune_vs_tumor_core,266,-0.012556419859790648
panel_g_domain_permutation,immune_vs_tumor_core,267,-0.0041894746950926695
panel_g_domain_permutation,immune_vs_tumor_core,268,-0.0041894746950926695
panel_g_domain_permutation,immune_vs_tumor_core,269,-0.00036012676462114646
panel_g_domain_permutation,immune_vs_tumor_core,270,-0.0016085662153077843
panel_g_domain_permutation,immune_vs_tumor_core,271,0.0028450014405070542
panel_g_domain_permutation,immune_vs_tumor_core,272,-0.010515701526937482
panel_g_domain_permutation,immune_vs_tumor_core,273,0.009795447997695182
panel_g_domain_permutation,immune_vs_tumor_core,274,-0.007394602900220877
panel_g_domain_permutation,immune_vs_tumor_core,275,0.004633631038125426
panel_g_domain_permutation,immune_vs_tumor_core,276,-0.005437914145779314
panel_g_domain_permutation,immune_vs_tumor_core,277,-0.009975511380005762
panel_g_domain_permutation,immune_vs_tumor_core,278,0.0015965619898204164
panel_g_domain_permutation,immune_vs_tumor_core,279,-0.01309661000672236
panel_g_domain_permutation,immune_vs_tumor_core,280,0.0072985690963219
panel_g_domain_permutation,immune_vs_tumor_core,281,-0.019506866416978776
panel_g_domain_permutation,immune_vs_tumor_core,282,0.002220781715163739
panel_g_domain_permutation,immune_vs_tumor_core,283,0.01824642274080477
panel_g_domain_permutation,immune_vs_tumor_core,284,-0.022711994622106976
panel_g_domain_permutation,immune_vs_tumor_core,285,-0.0009843464899644619
panel_g_domain_permutation,immune_vs_tumor_core,286,-0.007934793047152597
panel_g_domain_permutation,immune_vs_tumor_core,287,-0.01692595793719389
panel_g_domain_permutation,immune_vs_tumor_core,288,0.015581484682608275
panel_g_domain_permutation,immune_vs_tumor_core,289,-0.005521943724190917
panel_g_domain_permutation,immune_vs_tumor_core,290,-0.0080188226255642
panel_g_domain_permutation,immune_vs_tumor_core,291,0.017454143858638242
panel_g_domain_permutation,immune_vs_tumor_core,292,0.008547008547008544
panel_g_domain_permutation,immune_vs_tumor_core,293,0.0008883126860654983
panel_g_domain_permutation,immune_vs_tumor_core,294,0.014249015653510035
panel_g_domain_permutation,immune_vs_tumor_core,295,0.007382598674733502
panel_g_domain_permutation,immune_vs_tumor_core,296,0.004717660616537021
panel_g_domain_permutation,immune_vs_tumor_core,297,-0.0009843464899644619
panel_g_domain_permutation,immune_vs_tumor_core,298,-0.019506866416978776
panel_g_domain_permutation,immune_vs_tumor_core,299,0.018162393162393167
panel_g_domain_permutation,immune_vs_tumor_core,300,-0.0009843464899644619
panel_g_domain_permutation,immune_vs_tumor_core,301,0.013084605781234993
panel_g_domain_permutation,immune_vs_tumor_core,302,-0.002857005665994429
panel_g_domain_permutation,immune_vs_tumor_core,303,-0.006686353596465952
panel_g_domain_permutation,immune_vs_tumor_core,304,-0.012472390281379045
panel_g_domain_permutation,immune_vs_tumor_core,305,0.002220781715163739
panel_g_domain_permutation,immune_vs_tumor_core,306,-0.006146163449534239
panel_g_domain_permutation,immune_vs_tumor_core,307,0.004801690194948617
panel_g_domain_permutation,immune_vs_tumor_core,308,0.01441707481033324
panel_g_domain_permutation,immune_vs_tumor_core,309,0.014249015653510035
panel_g_domain_permutation,immune_vs_tumor_core,310,0.01246038605589167
panel_g_domain_permutation,immune_vs_tumor_core,311,-0.013720829732065683
panel_g_domain_permutation,immune_vs_tumor_core,312,0.01495726495726496
panel_g_domain_permutation,immune_vs_tumor_core,313,0.02652933832709113
panel_g_domain_permutation,immune_vs_tumor_core,314,-0.02208777489676366
panel_g_domain_permutation,immune_vs_tumor_core,315,0.013084605781234993
panel_g_domain_permutation,immune_vs_tumor_core,316,-0.0022327859406511066
panel_g_domain_permutation,immune_vs_tumor_core,317,0.014333045231921637
panel_g_domain_permutation,immune_vs_tumor_core,318,-0.0016085662153077843
panel_g_domain_permutation,immune_vs_tumor_core,319,0.013084605781234993
panel_g_domain_permutation,immune_vs_tumor_core,320,-0.00989148180159416
panel_g_domain_permutation,immune_vs_tumor_core,321,0.0065903197925669815
panel_g_domain_permutation,immune_vs_tumor_core,322,-0.028329972150196864
panel_g_domain_permutation,immune_vs_tumor_core,323,-0.006686353596465952
panel_g_domain_permutation,immune_vs_tumor_core,324,0.008006818400076825
panel_g_domain_permutation,immune_vs_tumor_core,325,0.032855565158935944
panel_g_domain_permutation,immune_vs_tumor_core,326,0.023240180543551335
panel_g_domain_permutation,immune_vs_tumor_core,327,-0.02396043407279362
panel_g_domain_permutation,immune_vs_tumor_core,328,-0.001692595793719387
panel_g_domain_permutation,immune_vs_tumor_core,329,-0.003565254969749354
panel_g_domain_permutation,immune_vs_tumor_core,330,-0.0080188226255642
panel_g_domain_permutation,immune_vs_tumor_core,331,-0.0022327859406511066
panel_g_domain_permutation,immune_vs_tumor_core,332,-0.03224334965908
panel_g_domain_permutation,immune_vs_tumor_core,333,-0.0016085662153077843
panel_g_domain_permutation,immune_vs_tumor_core,334,0.01300057620282339
panel_g_domain_permutation,immune_vs_tumor_core,335,0.014333045231921637
panel_g_domain_permutation,immune_vs_tumor_core,336,-0.02396043407279362
panel_g_domain_permutation,immune_vs_tumor_core,337,0.014333045231921637
panel_g_domain_permutation,immune_vs_tumor_core,338,0.02011908191683473
panel_g_domain_permutation,immune_vs_tumor_core,339,-0.008727071929319118
panel_g_domain_permutation,immune_vs_tumor_core,340,0.023156150965139732
panel_g_domain_permutation,immune_vs_tumor_core,341,0.011752136752136752
panel_g_domain_permutation,immune_vs_tumor_core,342,0.023864400268894657
panel_g_domain_permutation,immune_vs_tumor_core,343,0.01682992413329492
panel_g_domain_permutation,immune_vs_tumor_core,344,0.018162393162393167
panel_g_domain_permutation,immune_vs_tumor_core,345,0.02065927206376645
panel_g_domain_permutation,immune_vs_tumor_core,346,-0.013720829732065683
panel_g_domain_permutation,immune_vs_tumor_core,347,-0.0009843464899644619
panel_g_domain_permutation,immune_vs_tumor_core,348,0.013084605781234993
panel_g_domain_permutation,immune_vs_tumor_core,349,-0.002857005665994429
panel_g_domain_permutation,immune_vs_tumor_core,350,0.018078363583981558
panel_g_domain_permutation,immune_vs_tumor_core,351,0.002220781715163739
panel_g_domain_permutation,immune_vs_tumor_core,352,0.002220781715163739
panel_g_domain_permutation,immune_vs_tumor_core,353,-0.008643042350907522
panel_g_domain_permutation,immune_vs_tumor_core,354,-0.02645731297416691
panel_g_domain_permutation,immune_vs_tumor_core,355,0.009255257850763463
panel_g_domain_permutation,immune_vs_tumor_core,356,-0.005437914145779314
panel_g_domain_permutation,immune_vs_tumor_core,357,0.0035532507442619723
panel_g_domain_permutation,immune_vs_tumor_core,358,0.0002640929607221759
panel_g_domain_permutation,immune_vs_tumor_core,359,0.0316071257082493
panel_g_domain_permutation,immune_vs_tumor_core,360,0.012376356477480067
panel_g_domain_permutation,immune_vs_tumor_core,361,-0.014345049457409005
panel_g_domain_permutation,immune_vs_tumor_core,362,0.002220781715163739
panel_g_domain_permutation,immune_vs_tumor_core,363,-0.0073105733218092744
panel_g_domain_permutation,immune_vs_tumor_core,364,-0.011764140977624127
panel_g_domain_permutation,immune_vs_tumor_core,365,0.016205704407951597
panel_g_domain_permutation,immune_vs_tumor_core,366,-0.012472390281379045
panel_g_domain_permutation,immune_vs_tumor_core,367,0.023240180543551335
panel_g_domain_permutation,immune_vs_tumor_core,368,0.03035868625756266
panel_g_domain_permutation,immune_vs_tumor_core,369,-0.017550177662537213
panel_g_domain_permutation,immune_vs_tumor_core,370,-0.008643042350907522
panel_g_domain_permutation,immune_vs_tumor_core,371,0.021283491789109765
panel_g_domain_permutation,immune_vs_tumor_core,372,-0.009267262076250844
panel_g_domain_permutation,immune_vs_tumor_core,373,-0.0041894746950926695
panel_g_domain_permutation,immune_vs_tumor_core,374,-0.03340775953135504
panel_g_domain_permutation,immune_vs_tumor_core,375,0.0034692211658503766
panel_g_domain_permutation,immune_vs_tumor_core,376,0.016205704407951597
panel_g_domain_permutation,immune_vs_tumor_core,377,0.0028450014405070542
panel_g_domain_permutation,immune_vs_tumor_core,378,0.021367521367521375
panel_g_domain_permutation,immune_vs_tumor_core,379,0.004177470469605295
panel_g_domain_permutation,immune_vs_tumor_core,380,-0.0009003169115528661
panel_g_domain_permutation,immune_vs_tumor_core,381,-0.01942283683856718
panel_g_domain_permutation,immune_vs_tumor_core,382,-0.019506866416978776
panel_g_domain_permutation,immune_vs_tumor_core,383,-0.004813694420435992
panel_g_domain_permutation,immune_vs_tumor_core,384,-0.0009003169115528661
panel_g_domain_permutation,immune_vs_tumor_core,385,-0.011764140977624127
panel_g_domain_permutation,immune_vs_tumor_core,386,-0.016385767790262178
panel_g_domain_permutation,immune_vs_tumor_core,387,0.0002640929607221759
panel_g_domain_permutation,immune_vs_tumor_core,388,0.00917122827235186
panel_g_domain_permutation,immune_vs_tumor_core,389,0.011752136752136752
panel_g_domain_permutation,immune_vs_tumor_core,390,0.017538173437049845
