record_type	record_id	record_family	source_layer	redistribution_class	provider_permission_status	public_package_action	evidence_paths
dataset	RD06_BRCA_FFPE_EPITHELIAL	real reference dropout	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Release project derivative only; preserve source attribution.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
dataset	RES01_ECOTYPER	downstream resources	THIRD_PARTY_RETAINED_EXPORT	LINK_AND_RECONSTRUCT_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Do not bundle provider raw files.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
dataset	RES02_LIANA_OMNIPATH	downstream resources	THIRD_PARTY_RETAINED_EXPORT	LINK_AND_RECONSTRUCT_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Do not bundle provider raw files.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
dataset	RES03_CYTOSPACE_SUPP_ORDERING	downstream resources	THIRD_PARTY_RETAINED_EXPORT	LINK_AND_RECONSTRUCT_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Do not bundle provider raw files.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
dataset	SIM01_BRCA	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_SIMULATION_TRUTH	REDISTRIBUTABLE_DERIVATIVE_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Release project derivative only; preserve source attribution.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
dataset	SIM02_MOUSE_BRAIN	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_SIMULATION_TRUTH	REDISTRIBUTABLE_DERIVATIVE_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Release project derivative only; preserve source attribution.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
dataset	SIM03_HUMAN_LUNG	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_SIMULATION_TRUTH	REDISTRIBUTABLE_DERIVATIVE_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Release project derivative only; preserve source attribution.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_formal_audit/accession_type_audit.tsv
dataset	STATE01_TCELL_DECOY	state-decoy experiments	PROJECT_GENERATED_DECOY	REDISTRIBUTABLE_DERIVATIVE_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Release project derivative only; preserve source attribution.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
dataset	STATE02_KIDNEY_STATE32	state-decoy experiments	PROJECT_GENERATED_DECOY	REDISTRIBUTABLE_DERIVATIVE_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Release project derivative only; preserve source attribution.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
dataset	THAL01_ST8059051	detailed Thalamic case	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	BOUNDED_BY_RECORDED_SOURCE_TERMS	Release project derivative only; preserve source attribution.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv
experiment	adult_mouse_kidney_real_profile_mask_endo	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/adult_mouse_kidney_real_profile_mask_endo.yaml
experiment	bioapp_BCSA2TumB1_CTA_immune_endpoint	CTA biological application	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/cta_metadata_recovery.tsv
experiment	cell2location_ST8059051_thalamic_excitatory_reference_missing	detailed Thalamic case	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cell2loc_scan_st8059051_sc_missing_thalamic_excitatory.yaml
experiment	cytospace_fig2c_melanoma_mel1_rep2_profile_mask_endothelial_cells	downstream external tumour pairings	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2c_melanoma_mel1_rep2_profile_mask_endothelial_cells.yaml
experiment	cytospace_fig2c_melanoma_mel2_rep1_profile_mask_nk_cells	downstream external tumour pairings	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2c_melanoma_mel2_rep1_profile_mask_nk_cells.yaml
experiment	cytospace_fig2d_tme_brca_er_her2_fresh_frozen_profile_mask_t_cells	downstream external tumour pairings	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2d_tme_brca_er_her2_fresh_frozen_profile_mask_t_cells.yaml
experiment	cytospace_fig2d_tme_brca_her2_ffpe_profile_mask_t_cells	downstream external tumour pairings	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2d_tme_brca_her2_ffpe_profile_mask_t_cells.yaml
experiment	cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_epithelial_cells	real reference dropout	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_epithelial_cells.yaml
experiment	cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells	real reference dropout	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells.yaml
experiment	cytospace_fig2d_tme_brca_tnbc_fresh_frozen_profile_mask_fibroblasts	downstream external tumour pairings	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2d_tme_brca_tnbc_fresh_frozen_profile_mask_fibroblasts.yaml
experiment	cytospace_fig2d_tme_brca_tnbc_fresh_frozen_sc_missing_plasma_cells	real reference dropout	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv;configs/datasets/cytospace_fig2d_tme_brca_tnbc_fresh_frozen_sc_missing_plasma_cells.yaml
experiment	cytospace_fig2d_tme_crc_fresh_frozen_profile_mask_monocytes_and_macrophages	downstream external tumour pairings	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2d_tme_crc_fresh_frozen_profile_mask_monocytes_and_macrophages.yaml
experiment	cytospace_fig2d_tme_crc_fresh_frozen_sc_missing_b_cells	real reference dropout	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/minor_spatial_metadata_audit.tsv;configs/datasets/cytospace_fig2d_tme_crc_fresh_frozen_sc_missing_b_cells.yaml
experiment	cytospace_fig2i_mouse_kidney_stage3_unsupported_decoy_n1000	state-decoy experiments	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2i_mouse_kidney_stage3_unsupported_decoy_n1000.yaml
experiment	cytospace_fig2k_breast_state_decoy_stage3_detected	state-decoy experiments	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/cytospace_fig2k_breast_state_decoy_stage3_detected.yaml
experiment	ffpe_mouse_brain_sagittal_real_profile_mask_microglia	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/ffpe_mouse_brain_sagittal_real_profile_mask_microglia.yaml
experiment	highres_humanbreastcancerpatient1_profile_mask_monocytes_and_macrophages	high-resolution MERSCOPE profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv;configs/datasets/highres_humanbreastcancerpatient1_profile_mask_monocytes_and_macrophages.yaml
experiment	highres_humancoloncancerpatient1_profile_mask_fibroblasts	high-resolution MERSCOPE profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv;configs/datasets/highres_humancoloncancerpatient1_profile_mask_fibroblasts.yaml
experiment	highres_humanlungcancerpatient1_profile_mask_plasma_cells	high-resolution MERSCOPE profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv;configs/datasets/highres_humanlungcancerpatient1_profile_mask_plasma_cells.yaml
experiment	highres_humanmelanomapatient1_profile_mask_fibroblasts	high-resolution MERSCOPE profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv;configs/datasets/highres_humanmelanomapatient1_profile_mask_fibroblasts.yaml
experiment	highres_humanmelanomapatient2_profile_mask_b_cells	high-resolution MERSCOPE profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/vizgen_release_evidence.tsv;configs/datasets/highres_humanmelanomapatient2_profile_mask_b_cells.yaml
