record_id	source_authority	source_type	url	accessed_date	supports_fields	status	notes
LR08_INTESTINE	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-9543	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 2 of 5 for this record.
LR08_INTESTINE	EMBL-EBI	official database/provider/publisher page	 https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-9536	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 3 of 5 for this record.
LR08_INTESTINE	Zenodo	official database/provider/publisher page	 https://zenodo.org/records/17008296	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 4 of 5 for this record.
LR08_INTESTINE	Zenodo	official database/provider/publisher page	 https://zenodo.org/records/17010276	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 5 of 5 for this record.
LR09_LYMPH_NODE	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/human-lymph-node-1-standard-1-0-0	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
LR09_LYMPH_NODE	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-11343	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
LR09_LYMPH_NODE	Zenodo	official database/provider/publisher page	 https://zenodo.org/records/17010276	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
LR10_EMBRYO	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/visium-cytassist-mouse-embryo-11-mm-capture-area-ffpe-2-standard	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
LR10_EMBRYO	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-6967	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
LR10_EMBRYO	NCBI GEO/SRA	official database/provider/publisher page	 https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169210	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
RD01_EMBRYO_ENDODERM	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/visium-cytassist-mouse-embryo-11-mm-capture-area-ffpe-2-standard	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
RD01_EMBRYO_ENDODERM	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-6967	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
RD01_EMBRYO_ENDODERM	NCBI GEO/SRA	official database/provider/publisher page	 https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169210	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
RD02_EMBRYO_ERYTHROID	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/visium-cytassist-mouse-embryo-11-mm-capture-area-ffpe-2-standard	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
RD02_EMBRYO_ERYTHROID	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-6967	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
RD02_EMBRYO_ERYTHROID	NCBI GEO/SRA	official database/provider/publisher page	 https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169210	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
RD03_TNBC_PLASMA	Zenodo	official database/provider/publisher page	https://zenodo.org/records/4739739	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
RD03_TNBC_PLASMA	NCBI GEO/SRA	official database/provider/publisher page	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE176078	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
RD04_CRC_B	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/human-colorectal-cancer-whole-transcriptome-analysis-1-standard-1-2-0	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
RD04_CRC_B	NCBI GEO/SRA	official database/provider/publisher page	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE132465	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
RD05_BRCA_FFPE_PLASMA	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/human-breast-cancer-ductal-carcinoma-in-situ-invasive-carcinoma-ffpe-1-standard-1-3-0	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
RD05_BRCA_FFPE_PLASMA	NCBI GEO/SRA	official database/provider/publisher page	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE176078	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
RD06_BRCA_FFPE_EPITHELIAL	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/human-breast-cancer-ductal-carcinoma-in-situ-invasive-carcinoma-ffpe-1-standard-1-3-0	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
RD06_BRCA_FFPE_EPITHELIAL	NCBI GEO/SRA	official database/provider/publisher page	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE176078	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
SIM01_BRCA	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/human-breast-cancer-ductal-carcinoma-in-situ-invasive-carcinoma-ffpe-1-standard-1-3-0	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
SIM01_BRCA	NCBI GEO/SRA	official database/provider/publisher page	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE176078	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
SIM02_MOUSE_BRAIN	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/preservation-method-comparison-on-visium-cytassist-ffpe-mouse-brain-sagittal-11-mm-capture-area-2-standard	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
SIM02_MOUSE_BRAIN	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-11115	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
SIM03_HUMAN_LUNG	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-11640	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
SIM03_HUMAN_LUNG	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/ena/browser/view/ERS20065156	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
SIM03_HUMAN_LUNG	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41588-022-01243-4	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
MERS01_BREAST	Vizgen	official database/provider/publisher page	https://vizgen.com/human-ffpe-immunooncology-release-roadmap/	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 1 of 1 for this record.
MERS02_COLON	Vizgen	official database/provider/publisher page	https://vizgen.com/human-ffpe-immunooncology-release-roadmap/	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 1 of 1 for this record.
MERS03_LUNG	Vizgen	official database/provider/publisher page	https://vizgen.com/human-ffpe-immunooncology-release-roadmap/	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 1 of 1 for this record.
MERS04_MELANOMA1	Vizgen	official database/provider/publisher page	https://vizgen.com/human-ffpe-immunooncology-release-roadmap/	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 1 of 1 for this record.
MERS05_MELANOMA2	Vizgen	official database/provider/publisher page	https://vizgen.com/human-ffpe-immunooncology-release-roadmap/	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 1 of 1 for this record.
STATE01_TCELL_DECOY	Vizgen	official database/provider/publisher page	https://vizgen.com/human-ffpe-immunooncology-release-roadmap/	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
STATE01_TCELL_DECOY	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1126/science.abe6474	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
STATE01_TCELL_DECOY	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41587-023-01697-9	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
STATE02_KIDNEY_STATE32	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/datasets/adult-mouse-kidney-ffpe-1-standard-1-3-0	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
STATE02_KIDNEY_STATE32	NCBI GEO/SRA	official database/provider/publisher page	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129798	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
STATE02_KIDNEY_STATE32	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1016/j.devcel.2019.10.005	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
THAL01_ST8059051	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-11114	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
THAL01_ST8059051	EMBL-EBI	official database/provider/publisher page	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-11115	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
THAL01_ST8059051	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41587-021-01139-4	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
CTA01_BCSA2TUMB1	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41698-025-01104-3	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 1 of 5 for this record.
CTA01_BCSA2TUMB1	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.48723/f4v5-m008	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 2 of 5 for this record.
CTA01_BCSA2TUMB1	Zenodo	official database/provider/publisher page	https://doi.org/10.5281/zenodo.15211538	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 3 of 5 for this record.
CTA01_BCSA2TUMB1	Official DOI/publisher	official database/provider/publisher page	https://www.researchdata.se/en/catalogue/dataset/2025-97	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 4 of 5 for this record.
CTA01_BCSA2TUMB1	NCBI GEO/SRA	official database/provider/publisher page	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE176078	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	PARTIAL	Source 5 of 5 for this record.
EXT01_MEL1	Official DOI/publisher	official database/provider/publisher page	https://www.spatialresearch.org/resources-published-datasets/doi-10-1158-0008-5472-can-18-0747/	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
EXT01_MEL1	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1158/0008-5472.CAN-18-0747	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
EXT01_MEL1	NCBI GEO/SRA	official database/provider/publisher page	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72056	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
EXT02_MEL2	Official DOI/publisher	official database/provider/publisher page	https://www.spatialresearch.org/resources-published-datasets/doi-10-1158-0008-5472-can-18-0747/	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 3 for this record.
EXT02_MEL2	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1158/0008-5472.CAN-18-0747	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 3 for this record.
EXT02_MEL2	NCBI GEO/SRA	official database/provider/publisher page	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72056	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 3 of 3 for this record.
EXT03_BRCA_V1	10x Genomics	official database/provider/publisher page	https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Breast_Cancer_Block_A_Section_1	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
EXT03_BRCA_V1	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41588-021-00911-1	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
EXT04_BRCA_FFPE	10x Genomics	official database/provider/publisher page	https://www.10xgenomics.com/resources/datasets/human-breast-cancer-ductal-carcinoma-in-situ-invasive-carcinoma-ffpe-1-standard-1-3-0	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
EXT04_BRCA_FFPE	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41588-021-00911-1	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
EXT05_TNBC	Zenodo	official database/provider/publisher page	https://doi.org/10.5281/zenodo.4739739	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
EXT05_TNBC	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41588-021-00911-1	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
EXT06_CRC	10x Genomics	official database/provider/publisher page	https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_ColorectalCancer	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
EXT06_CRC	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41588-020-0636-z	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
RES01_ECOTYPER	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1016/j.cell.2021.09.014	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 1 for this record.
RES02_LIANA_OMNIPATH	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41467-022-30755-0	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 2 for this record.
RES02_LIANA_OMNIPATH	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41592-019-0409-6	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 2 of 2 for this record.
RES03_CYTOSPACE_SUPP_ORDERING	Official DOI/publisher	official database/provider/publisher page	https://doi.org/10.1038/s41587-023-01697-9	2026-07-22	dataset identity, platform, sample/accession, publication, or access route	CONFIRMED	Source 1 of 1 for this record.
